MonitoringLocationName,MonitoringLocationID,MonitoringLocationLatitude,MonitoringLocationLongitude,ActivityStartDate,CharacteristicName,ResultValue,ResultUnit
Lake Huron,84,46.092,-82.557,2022-06-04,Chloride,6,mg/L
Lake Huron,84,46.092,-82.557,2022-06-04,pH,8.02,None
Lake Huron,84,46.092,-82.557,2022-09-15,pH,7.84,None
Lake Huron,84,46.092,-82.557,2022-06-04,Chloride,5.92,mg/L
Lake Huron,84,46.092,-82.557,2022-09-15,Chloride,6.06,mg/L
Lake Huron,84,46.092,-82.557,2022-09-15,Dissolved oxygen (DO),10.04,mg/L
Lake Huron,84,46.092,-82.557,2022-06-04,Dissolved oxygen (DO),11.56,mg/L
Lake Huron,84,46.092,-82.557,2022-09-15,Dissolved oxygen (DO),9.15,mg/L
Lake Huron,84,46.092,-82.557,2022-09-15,Chloride,6.68,mg/L
Lake Huron,84,46.092,-82.557,2022-06-04,Dissolved oxygen (DO),11.18,mg/L
Lake Huron,84,46.092,-82.557,2022-09-15,pH,7.9,None
Lake Huron,84,46.092,-82.557,2022-06-04,Dissolved oxygen (DO),11.78,mg/L
Lake Huron,84,46.092,-82.557,2022-09-15,Dissolved oxygen (DO),9.28,mg/L
Lake Huron,84,46.092,-82.557,2022-06-04,pH,8.08,None
Lake Huron,84,46.092,-82.557,2022-09-15,Chloride,6.93,mg/L
Lake Huron,84,46.092,-82.557,2022-09-15,Dissolved oxygen (DO),10.21,mg/L
Lake Huron,84,46.092,-82.557,2022-09-15,pH,8.03,None
Lake Huron,84,46.092,-82.557,2022-06-04,Chloride,5.91,mg/L
Lake Huron,84,46.092,-82.557,2022-06-04,pH,8.11,None
Lake Huron,84,46.092,-82.557,2022-09-15,Total suspended solids,0.7,mg/L
Lake Huron,84,46.092,-82.557,2024-09-05,pH,8.21,None
Lake Huron,84,46.092,-82.557,2024-09-05,pH,8.2,None
Lake Huron,84,46.092,-82.557,2024-09-05,Dissolved oxygen (DO),9.44,mg/L
Lake Huron,84,46.092,-82.557,2024-09-05,Dissolved oxygen (DO),9.32,mg/L
Lake Huron,84,46.092,-82.557,2024-09-05,pH,7.88,None
Lake Huron,84,46.092,-82.557,2024-09-05,pH,7.91,None
Lake Huron,84,46.092,-82.557,2024-09-05,Dissolved oxygen (DO),9.54,mg/L
Lake Huron,84,46.092,-82.557,2024-09-05,Chloride,6.47,mg/L
Lake Huron,84,46.092,-82.557,2024-09-05,Total suspended solids,0.6,mg/L
Lake Huron,84,46.092,-82.557,2024-09-05,pH,7.95,None
Lake Huron,84,46.092,-82.557,2024-09-05,Dissolved oxygen (DO),9.41,mg/L
Lake Huron,84,46.092,-82.557,2024-09-05,Dissolved oxygen (DO),9.21,mg/L
Lake Huron,84,46.092,-82.557,2024-09-05,Chloride,6.28,mg/L
Lake Huron,84,46.092,-82.557,2024-09-05,Chloride,6.56,mg/L
Lake Huron,84,46.092,-82.557,2024-09-05,Chloride,6.36,mg/L
Lake Huron,84,46.092,-82.557,2024-09-05,Chloride,6.7,mg/L
Lake Superior,189,46.845,-90.189,2024-06-11,pH,8.22,None
Lake Superior,189,46.845,-90.189,2024-06-11,Chloride,1.57,mg/L
Lake Superior,189,46.845,-90.189,2024-09-17,Chloride,1.64,mg/L
Lake Superior,189,46.845,-90.189,2024-06-11,Total suspended solids,0.3,mg/L
Lake Superior,189,46.845,-90.189,2024-06-11,Dissolved oxygen (DO),11.27,mg/L
Lake Superior,189,46.845,-90.189,2024-09-17,Total suspended solids,0.4,mg/L
Lake Superior,189,46.845,-90.189,2024-09-17,pH,8.06,None
Lake Superior,189,46.845,-90.189,2024-09-17,Dissolved oxygen (DO),9.52,mg/L
Lake Erie,950,42.588,-81.442,2022-08-17,Chloride,15,mg/L
Lake Erie,950,42.588,-81.442,2022-08-17,pH,8.53,None
Lake Erie,950,42.588,-81.442,2022-08-17,Dissolved oxygen (DO),8.53,mg/L
Lake Erie,950,42.588,-81.442,2022-08-17,Total suspended solids,4.08,mg/L
Lake Erie,950,42.588,-81.442,2023-05-11,pH,8.38,None
Lake Erie,950,42.588,-81.442,2023-05-11,Chloride,14.7,mg/L
Lake Erie,950,42.588,-81.442,2023-05-11,Total suspended solids,3,mg/L
Lake Erie,950,42.588,-81.442,2023-05-11,Dissolved oxygen (DO),11.03,mg/L
Lake Huron,23,44.333,-83.3,2022-06-01,Chloride,7.73,mg/L
Lake Huron,23,44.333,-83.3,2022-09-19,Total suspended solids,1.1,mg/L
Lake Huron,23,44.333,-83.3,2022-09-19,pH,8.3,None
Lake Huron,23,44.333,-83.3,2022-09-19,Dissolved oxygen (DO),9.47,mg/L
Lake Huron,23,44.333,-83.3,2022-06-01,Total suspended solids,0.4,mg/L
Lake Huron,23,44.333,-83.3,2022-09-19,Chloride,7.75,mg/L
Lake Huron,23,44.333,-83.3,2022-06-01,pH,8.18,None
Lake Huron,23,44.333,-83.3,2022-06-01,Dissolved oxygen (DO),10.94,mg/L
Lake Huron,23,44.333,-83.3,2024-08-27,Chloride,8.38,mg/L
Lake Huron,23,44.333,-83.3,2024-08-27,Total suspended solids,1.1,mg/L
Lake Huron,23,44.333,-83.3,2024-08-27,pH,8.3,None
Lake Huron,23,44.333,-83.3,2024-08-27,Dissolved oxygen (DO),8.52,mg/L
Lake Erie,952,42.358,-81.442,2022-08-18,Chloride,14.8,mg/L
Lake Erie,952,42.358,-81.442,2022-08-18,Total suspended solids,1.9,mg/L
Lake Erie,952,42.358,-81.442,2022-08-18,Dissolved oxygen (DO),8.71,mg/L
Lake Erie,952,42.358,-81.442,2022-08-18,pH,8.5,None
Lake Erie,952,42.358,-81.442,2023-05-12,pH,8.5,None
Lake Erie,952,42.358,-81.442,2023-05-12,Chloride,15,mg/L
Lake Erie,952,42.358,-81.442,2023-05-12,Dissolved oxygen (DO),11.79,mg/L
Lake Erie,952,42.358,-81.442,2023-05-12,Total suspended solids,3,mg/L
Lake Huron,96,44.126,-83.171,2022-09-20,Chloride,7.57,mg/L
Lake Huron,96,44.126,-83.171,2022-09-20,Dissolved oxygen (DO),8.89,mg/L
Lake Huron,96,44.126,-83.171,2022-09-20,Total suspended solids,0.4,mg/L
Lake Huron,96,44.126,-83.171,2022-09-20,pH,8.32,None
Lake Huron,96,44.126,-83.171,2024-08-27,Dissolved oxygen (DO),8.85,mg/L
Lake Huron,96,44.126,-83.171,2024-08-27,Total suspended solids,0.5,mg/L
Lake Huron,96,44.126,-83.171,2024-08-27,pH,8.37,None
Lake Huron,96,44.126,-83.171,2024-08-27,Chloride,8.04,mg/L
Lake Ontario,726,43.632,-79.379,2022-04-20,Chloride,92.4,mg/L
Lake Ontario,726,43.632,-79.379,2022-04-20,pH,8.22,None
Lake Ontario,726,43.632,-79.379,2022-04-20,Dissolved oxygen (DO),11.16,mg/L
Lake Ontario,726,43.632,-79.379,2022-04-20,Total suspended solids,0.4,mg/L
Lake Ontario,726,43.632,-79.379,2023-04-18,Dissolved oxygen (DO),10.61,mg/L
Lake Ontario,726,43.632,-79.379,2023-04-18,pH,8.16,None
Lake Ontario,726,43.632,-79.379,2023-04-18,Total suspended solids,1.7,mg/L
Lake Ontario,726,43.632,-79.379,2023-04-18,Chloride,85.2,mg/L
Lake Erie,947,41.992,-80.642,2022-08-17,Chloride,15.1,mg/L
Lake Erie,947,41.992,-80.642,2022-08-17,Dissolved oxygen (DO),8.52,mg/L
Lake Erie,947,41.992,-80.642,2022-08-17,Total suspended solids,0.9,mg/L
Lake Erie,947,41.992,-80.642,2022-08-17,pH,8.52,None
Lake Erie,947,41.992,-80.642,2023-05-11,Dissolved oxygen (DO),10.83,mg/L
Lake Erie,947,41.992,-80.642,2023-05-11,pH,8.35,None
Lake Erie,947,41.992,-80.642,2023-05-11,Chloride,15.7,mg/L
Lake Erie,947,41.992,-80.642,2023-05-11,Total suspended solids,3.2,mg/L
Lake Erie,947,41.992,-80.642,2024-08-22,pH,8.39,None
Lake Erie,947,41.992,-80.642,2024-08-22,Chloride,15.6,mg/L
Lake Erie,947,41.992,-80.642,2024-08-22,Total suspended solids,2.1,mg/L
Lake Erie,947,41.992,-80.642,2024-08-22,Dissolved oxygen (DO),8.85,mg/L
Lake Ontario,89,43.698,-76.417,2022-04-23,Dissolved oxygen (DO),11.59,mg/L
Lake Ontario,89,43.698,-76.417,2022-04-23,Total suspended solids,0.2,mg/L
Lake Ontario,89,43.698,-76.417,2022-04-23,pH,8.08,None
Lake Ontario,89,43.698,-76.417,2022-04-23,Chloride,22.8,mg/L
Lake Ontario,89,43.698,-76.417,2023-04-16,Chloride,24.3,mg/L
Lake Ontario,89,43.698,-76.417,2023-04-16,Dissolved oxygen (DO),11.42,mg/L
Lake Ontario,89,43.698,-76.417,2023-04-16,pH,8.19,None
Lake Ontario,89,43.698,-76.417,2023-04-16,Total suspended solids,0.2,mg/L
Lake Huron,60,45.902,-83.518,2022-09-16,Chloride,7.28,mg/L
Lake Huron,60,45.902,-83.518,2022-09-16,Dissolved oxygen (DO),9.29,mg/L
Lake Huron,60,45.902,-83.518,2022-09-16,pH,8.36,None
Lake Huron,60,45.902,-83.518,2022-09-16,Total suspended solids,0.3,mg/L
Lake Huron,60,45.902,-83.518,2024-09-06,Chloride,7.29,mg/L
Lake Huron,60,45.902,-83.518,2024-09-06,Dissolved oxygen (DO),9.71,mg/L
Lake Huron,60,45.902,-83.518,2024-09-06,pH,8.25,None
Lake Huron,60,45.902,-83.518,2024-09-06,Total suspended solids,0.6,mg/L
Lake Ontario,25,43.517,-79.08,2022-04-20,Chloride,23.2,mg/L
Lake Ontario,25,43.517,-79.08,2022-04-20,Total suspended solids,0,mg/L
Lake Ontario,25,43.517,-79.08,2022-04-20,pH,8.17,None
Lake Ontario,25,43.517,-79.08,2022-04-20,Chloride,23.3,mg/L
Lake Ontario,25,43.517,-79.08,2022-04-20,pH,8.14,None
Lake Ontario,25,43.517,-79.08,2022-04-20,Dissolved oxygen (DO),11.4,mg/L
Lake Ontario,25,43.517,-79.08,2022-04-20,pH,8.13,None
Lake Ontario,25,43.517,-79.08,2022-04-20,pH,8.19,None
Lake Ontario,25,43.517,-79.08,2022-04-20,Dissolved oxygen (DO),11.48,mg/L
Lake Ontario,25,43.517,-79.08,2022-04-20,Chloride,23.2,mg/L
Lake Ontario,25,43.517,-79.08,2022-04-20,Dissolved oxygen (DO),11.43,mg/L
Lake Ontario,25,43.517,-79.08,2022-04-20,Dissolved oxygen (DO),11.43,mg/L
Lake Ontario,25,43.517,-79.08,2022-04-20,pH,8.21,None
Lake Ontario,25,43.517,-79.08,2022-04-20,Chloride,23.2,mg/L
Lake Ontario,25,43.517,-79.08,2022-04-20,Chloride,23.3,mg/L
Lake Ontario,25,43.517,-79.08,2022-04-20,Dissolved oxygen (DO),11.37,mg/L
Lake Huron,11,43.957,-81.787,2022-09-21,Total suspended solids,0.5,mg/L
Lake Huron,11,43.957,-81.787,2022-09-21,Dissolved oxygen (DO),8.95,mg/L
Lake Huron,11,43.957,-81.787,2022-09-21,pH,8.43,None
Lake Huron,11,43.957,-81.787,2022-09-21,Chloride,8.06,mg/L
Lake Huron,11,43.957,-81.787,2024-08-28,pH,8.41,None
Lake Huron,11,43.957,-81.787,2024-08-28,Total suspended solids,0.3,mg/L
Lake Huron,11,43.957,-81.787,2024-08-28,Chloride,7.99,mg/L
Lake Huron,11,43.957,-81.787,2024-08-28,Dissolved oxygen (DO),9,mg/L
Lake Ontario,67,43.408,-76.795,2022-04-24,Dissolved oxygen (DO),11.87,mg/L
Lake Ontario,67,43.408,-76.795,2022-04-24,pH,8.2,None
Lake Ontario,67,43.408,-76.795,2022-04-24,Total suspended solids,0.2,mg/L
Lake Ontario,67,43.408,-76.795,2022-04-24,Chloride,22.9,mg/L
Lake Ontario,67,43.408,-76.795,2023-04-16,pH,8.21,None
Lake Ontario,67,43.408,-76.795,2023-04-16,Total suspended solids,0.2,mg/L
Lake Ontario,67,43.408,-76.795,2023-04-16,Chloride,23.5,mg/L
Lake Ontario,67,43.408,-76.795,2023-04-16,Dissolved oxygen (DO),11.39,mg/L
Georgian Bay,29,45.583,-81.083,2022-09-14,pH,7.91,None
Georgian Bay,29,45.583,-81.083,2022-06-05,Dissolved oxygen (DO),11.01,mg/L
Georgian Bay,29,45.583,-81.083,2022-09-14,pH,8.27,None
Georgian Bay,29,45.583,-81.083,2022-06-05,Chloride,7.39,mg/L
Georgian Bay,29,45.583,-81.083,2022-06-05,pH,8.05,None
Georgian Bay,29,45.583,-81.083,2022-06-05,Dissolved oxygen (DO),11.42,mg/L
Georgian Bay,29,45.583,-81.083,2022-09-14,pH,7.9,None
Georgian Bay,29,45.583,-81.083,2022-06-05,pH,8.13,None
Georgian Bay,29,45.583,-81.083,2022-06-05,pH,8.11,None
Georgian Bay,29,45.583,-81.083,2022-09-14,Chloride,7.43,mg/L
Georgian Bay,29,45.583,-81.083,2022-09-14,Chloride,7.41,mg/L
Georgian Bay,29,45.583,-81.083,2022-06-05,pH,8.06,None
Georgian Bay,29,45.583,-81.083,2022-06-05,Chloride,7.43,mg/L
Georgian Bay,29,45.583,-81.083,2022-06-05,Chloride,7.41,mg/L
Georgian Bay,29,45.583,-81.083,2022-06-05,pH,8,None
Georgian Bay,29,45.583,-81.083,2022-09-14,Chloride,7.31,mg/L
Georgian Bay,29,45.583,-81.083,2022-09-14,Dissolved oxygen (DO),9.24,mg/L
Georgian Bay,29,45.583,-81.083,2022-09-14,Dissolved oxygen (DO),9.84,mg/L
Georgian Bay,29,45.583,-81.083,2022-09-14,Chloride,7.35,mg/L
Georgian Bay,29,45.583,-81.083,2022-09-14,pH,8.15,None
Georgian Bay,29,45.583,-81.083,2022-06-05,Dissolved oxygen (DO),10.99,mg/L
Georgian Bay,29,45.583,-81.083,2022-09-14,Dissolved oxygen (DO),11.14,mg/L
Georgian Bay,29,45.583,-81.083,2022-06-05,Chloride,7.38,mg/L
Georgian Bay,29,45.583,-81.083,2022-09-14,Total suspended solids,0.4,mg/L
Georgian Bay,29,45.583,-81.083,2022-06-05,Chloride,7.45,mg/L
Georgian Bay,29,45.583,-81.083,2022-06-05,Dissolved oxygen (DO),11.69,mg/L
Georgian Bay,29,45.583,-81.083,2022-09-14,Dissolved oxygen (DO),10.14,mg/L
Georgian Bay,29,45.583,-81.083,2022-09-14,Dissolved oxygen (DO),11.15,mg/L
Georgian Bay,29,45.583,-81.083,2022-06-05,Total suspended solids,0.1,mg/L
Georgian Bay,29,45.583,-81.083,2022-09-14,pH,8.31,None
Georgian Bay,29,45.583,-81.083,2022-09-14,Chloride,7.37,mg/L
Georgian Bay,29,45.583,-81.083,2022-09-14,pH,7.89,None
Georgian Bay,29,45.583,-81.083,2022-09-14,Dissolved oxygen (DO),10.44,mg/L
Georgian Bay,29,45.583,-81.083,2022-09-14,Chloride,7.41,mg/L
Georgian Bay,29,45.583,-81.083,2022-06-05,Dissolved oxygen (DO),10.64,mg/L
Georgian Bay,29,45.583,-81.083,2024-09-07,Dissolved oxygen (DO),10.65,mg/L
Georgian Bay,29,45.583,-81.083,2024-09-07,Chloride,7.71,mg/L
Georgian Bay,29,45.583,-81.083,2024-09-07,Chloride,7.56,mg/L
Georgian Bay,29,45.583,-81.083,2024-09-07,pH,8.21,None
Georgian Bay,29,45.583,-81.083,2024-09-07,Dissolved oxygen (DO),10.86,mg/L
Georgian Bay,29,45.583,-81.083,2024-09-07,Chloride,7.73,mg/L
Georgian Bay,29,45.583,-81.083,2024-09-07,Dissolved oxygen (DO),10.72,mg/L
Georgian Bay,29,45.583,-81.083,2024-09-07,Chloride,7.75,mg/L
Georgian Bay,29,45.583,-81.083,2024-09-07,pH,8.23,None
Georgian Bay,29,45.583,-81.083,2024-09-07,Chloride,7.69,mg/L
Georgian Bay,29,45.583,-81.083,2024-09-07,Total suspended solids,0.5,mg/L
Georgian Bay,29,45.583,-81.083,2024-09-07,Dissolved oxygen (DO),10.69,mg/L
Georgian Bay,29,45.583,-81.083,2024-09-07,Dissolved oxygen (DO),9.62,mg/L
Georgian Bay,29,45.583,-81.083,2024-09-07,pH,8,None
Georgian Bay,29,45.583,-81.083,2024-09-07,pH,8.08,None
Georgian Bay,29,45.583,-81.083,2024-09-07,Dissolved oxygen (DO),9.36,mg/L
Georgian Bay,29,45.583,-81.083,2024-09-07,Chloride,7.54,mg/L
Georgian Bay,29,45.583,-81.083,2024-09-07,pH,8.19,None
Georgian Bay,29,45.583,-81.083,2024-09-07,pH,8.07,None
Lake Superior,139,48.298,-89.18,2024-09-19,pH,7.95,None
Lake Superior,139,48.298,-89.18,2024-06-14,Dissolved oxygen (DO),10.25,mg/L
Lake Superior,139,48.298,-89.18,2024-06-14,Total suspended solids,0.9,mg/L
Lake Superior,139,48.298,-89.18,2024-09-19,Dissolved oxygen (DO),9.79,mg/L
Lake Superior,139,48.298,-89.18,2024-09-19,Chloride,1.69,mg/L
Lake Superior,139,48.298,-89.18,2024-09-19,pH,7.81,None
Lake Superior,139,48.298,-89.18,2024-06-14,Chloride,2.14,mg/L
Lake Superior,139,48.298,-89.18,2024-09-19,Chloride,1.69,mg/L
Lake Superior,139,48.298,-89.18,2024-06-14,Chloride,1.64,mg/L
Lake Superior,139,48.298,-89.18,2024-09-19,Dissolved oxygen (DO),9.98,mg/L
Lake Superior,139,48.298,-89.18,2024-06-14,Chloride,1.75,mg/L
Lake Superior,139,48.298,-89.18,2024-06-14,pH,8.17,None
Lake Superior,139,48.298,-89.18,2024-06-14,Dissolved oxygen (DO),10.81,mg/L
Lake Superior,139,48.298,-89.18,2024-09-19,Dissolved oxygen (DO),10,mg/L
Lake Superior,139,48.298,-89.18,2024-06-14,pH,8.02,None
Lake Superior,139,48.298,-89.18,2024-09-19,Chloride,1.68,mg/L
Lake Superior,139,48.298,-89.18,2024-06-14,Dissolved oxygen (DO),10.76,mg/L
Lake Superior,139,48.298,-89.18,2024-06-14,pH,8,None
Lake Superior,139,48.298,-89.18,2024-06-14,Dissolved oxygen (DO),10.82,mg/L
Lake Superior,139,48.298,-89.18,2024-06-14,Total suspended solids,0.7,mg/L
Lake Superior,139,48.298,-89.18,2024-06-14,Chloride,1.84,mg/L
Lake Superior,139,48.298,-89.18,2024-06-14,pH,8.23,None
Lake Superior,139,48.298,-89.18,2024-06-14,Chloride,1.63,mg/L
Lake Superior,139,48.298,-89.18,2024-06-14,pH,8.06,None
Lake Superior,139,48.298,-89.18,2024-06-14,Dissolved oxygen (DO),10.9,mg/L
Lake Superior,139,48.298,-89.18,2024-09-19,pH,7.7,None
Lake Superior,139,48.298,-89.18,2024-09-19,Total suspended solids,0.8,mg/L
Lake Huron,64,45.813,-84.755,2022-06-03,pH,8.14,None
Lake Huron,64,45.813,-84.755,2022-06-03,Total suspended solids,0.3,mg/L
Lake Huron,64,45.813,-84.755,2022-09-16,Total suspended solids,0.6,mg/L
Lake Huron,64,45.813,-84.755,2022-06-03,Total suspended solids,0.4,mg/L
Lake Huron,64,45.813,-84.755,2022-06-03,Dissolved oxygen (DO),10.81,mg/L
Lake Huron,64,45.813,-84.755,2022-09-16,Dissolved oxygen (DO),9.36,mg/L
Lake Huron,64,45.813,-84.755,2022-09-16,Dissolved oxygen (DO),9.54,mg/L
Lake Huron,64,45.813,-84.755,2022-06-03,pH,8.2,None
Lake Huron,64,45.813,-84.755,2022-06-03,Chloride,11.5,mg/L
Lake Huron,64,45.813,-84.755,2022-06-03,Chloride,11.4,mg/L
Lake Huron,64,45.813,-84.755,2022-09-16,Chloride,8.98,mg/L
Lake Huron,64,45.813,-84.755,2022-06-03,pH,8.24,None
Lake Huron,64,45.813,-84.755,2022-09-16,Chloride,10.7,mg/L
Lake Huron,64,45.813,-84.755,2022-06-03,Chloride,11.1,mg/L
Lake Huron,64,45.813,-84.755,2022-06-03,Dissolved oxygen (DO),10.45,mg/L
Lake Huron,64,45.813,-84.755,2022-06-03,Dissolved oxygen (DO),10.8,mg/L
Lake Huron,64,45.813,-84.755,2022-06-03,pH,8.27,None
Lake Huron,64,45.813,-84.755,2022-09-16,Dissolved oxygen (DO),9.89,mg/L
Lake Huron,64,45.813,-84.755,2022-09-16,pH,8.44,None
Lake Huron,64,45.813,-84.755,2022-09-16,pH,8.28,None
Lake Huron,64,45.813,-84.755,2022-06-03,Dissolved oxygen (DO),10.23,mg/L
Lake Huron,64,45.813,-84.755,2022-06-03,Chloride,9.3,mg/L
Lake Huron,64,45.813,-84.755,2022-09-16,Chloride,10.2,mg/L
Lake Huron,64,45.813,-84.755,2022-09-16,pH,8.48,None
Lake Huron,64,45.813,-84.755,2024-09-05,Dissolved oxygen (DO),10.51,mg/L
Lake Huron,64,45.813,-84.755,2024-09-05,Dissolved oxygen (DO),10.15,mg/L
Lake Huron,64,45.813,-84.755,2024-09-05,pH,8.49,None
Lake Huron,64,45.813,-84.755,2024-09-05,pH,8.29,None
Lake Huron,64,45.813,-84.755,2024-09-05,pH,8.4,None
Lake Huron,64,45.813,-84.755,2024-09-05,Chloride,8.56,mg/L
Lake Huron,64,45.813,-84.755,2024-09-05,Dissolved oxygen (DO),9.41,mg/L
Lake Huron,64,45.813,-84.755,2024-09-05,pH,8.33,None
Lake Huron,64,45.813,-84.755,2024-09-05,Chloride,11.9,mg/L
Lake Huron,64,45.813,-84.755,2024-09-05,pH,8.29,None
Lake Huron,64,45.813,-84.755,2024-09-05,Chloride,8.88,mg/L
Lake Huron,64,45.813,-84.755,2024-09-05,Total suspended solids,0.8,mg/L
Lake Huron,64,45.813,-84.755,2024-09-05,Chloride,9.68,mg/L
Lake Huron,64,45.813,-84.755,2024-09-05,Dissolved oxygen (DO),10.49,mg/L
Lake Huron,64,45.813,-84.755,2024-09-05,Dissolved oxygen (DO),10.43,mg/L
Lake Huron,64,45.813,-84.755,2024-09-05,Chloride,8.83,mg/L
Lake Superior,50,46.508,-86.568,2024-09-14,Dissolved oxygen (DO),9.42,mg/L
Lake Superior,50,46.508,-86.568,2024-09-14,Total suspended solids,0.4,mg/L
Lake Superior,50,46.508,-86.568,2024-06-09,pH,8.32,None
Lake Superior,50,46.508,-86.568,2024-09-14,pH,7.99,None
Lake Superior,50,46.508,-86.568,2024-06-09,Total suspended solids,0.5,mg/L
Lake Superior,50,46.508,-86.568,2024-06-09,Chloride,1.63,mg/L
Lake Superior,50,46.508,-86.568,2024-09-14,Chloride,1.6,mg/L
Lake Superior,50,46.508,-86.568,2024-06-09,Dissolved oxygen (DO),10.61,mg/L
Lake Huron,67,45.935,-83.9,2022-06-03,Chloride,5.07,mg/L
Lake Huron,67,45.935,-83.9,2022-09-16,Total suspended solids,1.1,mg/L
Lake Huron,67,45.935,-83.9,2022-06-03,pH,8.09,None
Lake Huron,67,45.935,-83.9,2022-06-03,Total suspended solids,0.9,mg/L
Lake Huron,67,45.935,-83.9,2022-09-16,Chloride,4.53,mg/L
Lake Huron,67,45.935,-83.9,2022-09-16,Dissolved oxygen (DO),9.19,mg/L
Lake Huron,67,45.935,-83.9,2022-09-16,pH,8.24,None
Lake Huron,67,45.935,-83.9,2022-06-03,Dissolved oxygen (DO),10.72,mg/L
Lake Huron,67,45.935,-83.9,2024-09-05,Total suspended solids,0.6,mg/L
Lake Huron,67,45.935,-83.9,2024-09-05,Dissolved oxygen (DO),9.94,mg/L
Lake Huron,67,45.935,-83.9,2024-09-05,Chloride,6.89,mg/L
Lake Huron,67,45.935,-83.9,2024-09-05,pH,8.22,None
Lake Ontario,9,43.587,-79.395,2022-04-20,Chloride,26,mg/L
Lake Ontario,9,43.587,-79.395,2022-04-20,Dissolved oxygen (DO),11.78,mg/L
Lake Ontario,9,43.587,-79.395,2022-04-20,Total suspended solids,0.3,mg/L
Lake Ontario,9,43.587,-79.395,2022-04-20,pH,8.2,None
Lake Huron,20,44.217,-83.083,2022-09-20,Dissolved oxygen (DO),8.98,mg/L
Lake Huron,20,44.217,-83.083,2022-09-20,Chloride,7.62,mg/L
Lake Huron,20,44.217,-83.083,2022-09-20,Total suspended solids,0.4,mg/L
Lake Huron,20,44.217,-83.083,2022-09-20,pH,8.34,None
Lake Huron,20,44.217,-83.083,2024-08-27,Total suspended solids,0.3,mg/L
Lake Huron,20,44.217,-83.083,2024-08-27,Chloride,7.58,mg/L
Lake Huron,20,44.217,-83.083,2024-08-27,Dissolved oxygen (DO),8.86,mg/L
Lake Huron,20,44.217,-83.083,2024-08-27,pH,8.31,None
Lake Huron,40,44.898,-81.437,2022-09-19,pH,8.33,None
Lake Huron,40,44.898,-81.437,2022-09-19,Total suspended solids,1.3,mg/L
Lake Huron,40,44.898,-81.437,2022-09-19,Dissolved oxygen (DO),8.88,mg/L
Lake Huron,40,44.898,-81.437,2022-09-19,Chloride,7.64,mg/L
Lake Huron,40,44.898,-81.437,2024-08-29,pH,8.3,None
Lake Huron,40,44.898,-81.437,2024-08-29,Dissolved oxygen (DO),9.69,mg/L
Lake Huron,40,44.898,-81.437,2024-08-29,Total suspended solids,0.3,mg/L
Lake Huron,40,44.898,-81.437,2024-08-29,Chloride,7.77,mg/L
Lake Ontario,66,43.333,-76.84,2022-04-24,Dissolved oxygen (DO),11.45,mg/L
Lake Ontario,66,43.333,-76.84,2022-04-24,Total suspended solids,0.3,mg/L
Lake Ontario,66,43.333,-76.84,2022-04-24,pH,8.22,None
Lake Ontario,66,43.333,-76.84,2022-04-24,Chloride,22.8,mg/L
Lake Ontario,66,43.333,-76.84,2023-04-15,Total suspended solids,0.6,mg/L
Lake Ontario,66,43.333,-76.84,2023-04-15,Dissolved oxygen (DO),11.59,mg/L
Lake Ontario,66,43.333,-76.84,2023-04-15,pH,8.25,None
Lake Ontario,66,43.333,-76.84,2023-04-15,Chloride,27.4,mg/L
Lake Erie,886,42.538,-79.617,2022-08-16,Dissolved oxygen (DO),8.43,mg/L
Lake Erie,886,42.538,-79.617,2022-08-16,pH,8.49,None
Lake Erie,886,42.538,-79.617,2022-08-16,Chloride,16.2,mg/L
Lake Erie,886,42.538,-79.617,2022-08-16,Total suspended solids,0.43,mg/L
Lake Erie,886,42.538,-79.617,2023-05-09,Dissolved oxygen (DO),11.49,mg/L
Lake Erie,886,42.538,-79.617,2023-05-09,pH,8.37,None
Lake Erie,886,42.538,-79.617,2023-05-09,Chloride,15.9,mg/L
Lake Erie,886,42.538,-79.617,2023-05-09,Total suspended solids,1.3,mg/L
Lake Erie,886,42.538,-79.617,2024-08-19,Dissolved oxygen (DO),8.32,mg/L
Lake Erie,886,42.538,-79.617,2024-04-20,Total suspended solids,1,mg/L
Lake Erie,886,42.538,-79.617,2024-08-19,Chloride,16,mg/L
Lake Erie,886,42.538,-79.617,2024-08-19,pH,8.5,None
Lake Erie,886,42.538,-79.617,2024-04-20,Chloride,15.9,mg/L
Lake Erie,886,42.538,-79.617,2024-08-19,Total suspended solids,1.2,mg/L
Lake Huron,52,45.652,-82.648,2022-09-18,Dissolved oxygen (DO),9.22,mg/L
Lake Huron,52,45.652,-82.648,2022-09-18,Chloride,7.39,mg/L
Lake Huron,52,45.652,-82.648,2022-09-18,Total suspended solids,1.3,mg/L
Lake Huron,52,45.652,-82.648,2022-09-18,pH,8.3,None
Lake Huron,52,45.652,-82.648,2024-09-06,Chloride,7.46,mg/L
Lake Huron,52,45.652,-82.648,2024-09-06,pH,8.21,None
Lake Huron,52,45.652,-82.648,2024-09-06,Dissolved oxygen (DO),9.44,mg/L
Lake Huron,52,45.652,-82.648,2024-09-06,Total suspended solids,0.4,mg/L
Lake Erie,954,42.025,-81.442,2022-08-18,Total suspended solids,0.88,mg/L
Lake Erie,954,42.025,-81.442,2022-08-18,Chloride,15.1,mg/L
Lake Erie,954,42.025,-81.442,2022-08-18,Dissolved oxygen (DO),8.61,mg/L
Lake Erie,954,42.025,-81.442,2022-08-18,pH,8.55,None
